Text,Sentiment
@Cinderell4 i don't like to see you like this...Ę there must be something to make you smile...,-1
"@morgret Probably not, kinda expensive and we have to work. Most people have off weekends, we work.",-1
Going off BC is making me break out.,-1
Had to take my bad ass dog to the pet hotel....so sad,-1
"chilling on the sofa, I hate vaccinations, I feel sooo ill",-1
lost my gameĘ by 3 POINTS!!!!!,-1
just got back from my exam... im surely gonna fail...now trying 2 get tickets 4 il divo! someone doesnt want us 2b there!!!,-1
@KirstynSmith I spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. We should have had a BBQ today,1
I'm taking a twitter break. Cell is dying,-1
my little booboo is sick,-1
"Im going to go to bed again, ear (both) infection, I am completely dizzy, yyyyuck! My stomach is hurting tooĘ Peace-out loves",-1
i love mandy moore so muchĘ and also angela,1
favorite shirt ruined:death by bleachĘ #fb,-1
Missed getting my &quot;Twilight&quot; jacket @ modcloth! Man I wish I didn't have long monkey arms and could of gotten the L instead!!,-1
Hiiiiii! I texted u the other day and u didn't respondĘ what's up with that?!,-1
@Rambleredhead I think I'd be like Phoebe's mom on friends - Stop the movie before the sad part.,-1
taking sad to a whole new level,-1
@joaniemaloney yepĘ which sucks because i thought somewhere it said it was..,-1
Suddenly I remember all the memories with himĘ ohhh please,-1
"Google going down means DoubleClick goes down too, means I can't get any work done.",-1
I made it six days in a row w/out an accident in the house and then pops took me to a strange place and didn't give me time after b-fast,-1
If I &quot;unfollowed&quot; you - its NOT on purpose. Something fishy is going on with my Tweet Deck !! Let me know if I &quot;unfollowed&quot; you.,-1
i think my ipod is sickĘ it doesn't want to connect to any wi-fi . . .,-1
No one wants to sit with me at lunchĘ I guess I'll just bury my head in my laptop and continue to be anti-social.,-1
I think my book is gone forever... we mourn foreverĘ SHIT!,-1
"Oh great, Radio Disney doesn't crash with the latest webkit, so my kid can run it again. HEY WAIT.",1
Oh snap!Ę Just broke my windshield while replacing my wiper blades.,-1
@inflight1 that sucks mama,-1
is a failure,-1
I misses my bedĘ so sleepy!,-1
"@LILPARADIVA @spookyjenb and Em, my baby, starts kindergarten.Ę What a crazy summer it's going to be.",1
"grr!Ę i hate being damn near forced to go places.Ę especially to sit on a bus for an entire day just to sit in a house in podunktown, va",-1
@stacey79 that sucks - I'm still hungry and sucked down my food.,-1
@MatthewFuller i did i only got 3 stars on the pre wash then failed the rince,-1
Earthlink says our modem is dead.Ę They want me to buy a new one or sign up for a one year contract ARGH!!!,-1
Frustrated with copying 13Gigs across USB 1.1.Stupid old servers,-1
Actually I'm really missing FabianĘ Which is pretty sad since i talked to him like... 2 hours ago! Gosh time flies when you miss someone.,-1
I don't think the coffee at work agreed with my tummy,-1
"Ben &amp; Jerry's fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error messageĘ @cherrygarcia",-1
"Almost fell asleep under the hair dryerĘ so tired, feel like I'm going to puke",-1
if officially done with high school....Ę so sad... i miss them already! movie later???,-1
i need new running shoes!! my feet are completely torn up,-1
@alisonhaislip I envy everyone on AOTS...,1
@jkblacker Unfortunately I'm not @jamesog - someone's squatting on that,-1
I know I'm already a week behind on FF. Will TRY to get one done today! Called into work 2hrs early due to problems so will be a busy day,-1
You said you effed up your nose!,-1
What a dreary day in LA. Where did all our sunshine go?,-1
@Renee3 Oh no!! I hope it's not bad,1
@kedge0417 is work next door sucking again,-1
waiting to go to 4th period to get the final over with. omgg im sooo gonna fail,-1
Dang my own LDBF didnt give me a Follow Friday shot out,-1
"@mekya05 yes, i found you! come to greenville. perfect weekend for pictures and no sidekick to go shooting with",1
Sharapova loses 1st set 6-1,-1
*sad face* project-m keeps crashing my itunes,-1
From twitterberry moved to ubertwitter - suffered from BB cache errors,-1
@LisaTalkingTots sorry to hear your news,-1
I need to get it together before Ricky gets home. He is not going to be pleased about me breaking up this damn bathroom,-1
@lovessunflowers Oh no! Dead muffins ... how sad,-1
My TweetDeck is languishing in API Hell. Again.,1
@MyNC I was wondering.... Ę Have a GREAT weekend!,1
"Back in lancaster bored already, can't wait to start work! Missing hel!",-1
i could tell its gonna be an angry day...,-1
Eww town fair tire smells horrible. Its making me sick,-1
@Marianna26 hey mar! i miss you also ( yeahĘ but i gotta find a stupidstupid school (,-1
@ahaulil I have a bird living with me.Ę So I have to find other ways to kill these damn things beside the exterminator. Ę #vegas it sucks,-1
I hate it when my sweetie has a bad dayĘ http://tinyurl.com/lr22dj,-1
@Stubinho you said you fucked up your nose!,-1
Nobody likes to feel low priority.,-1
"So sorry if i've been typing wrongly. usually, after i've typed something, i wont read. i'll just press the 'enter' button",-1
"@philispigĘ Is competition around the corner? if not take it slow for at least a week. Twisted my ankle back in jc, awfully painful.",-1
@jmorgan0909 and I'm not getting another one ... There's only 1 alfie,-1
headache,-1
"goodnight loveee, i have to attend extra classes at school tmrw. urgh",1
@lelebaby21 @JazzyFiierce u guys are soo unfair smh...,-1
@amandagelso i knowĘ mark is still one of my favorite boys ever. So nice and adorable.,1
@Metal0520 I haven't talked to you since the last day of school!Ę that's no right.,-1
Evermore &amp; End of Fashion rocks! My poor foot though! oww! injured my foot. not good. will be sore tomorrow.Ę details to followĘ later,-1
ughhh studying for finals i wish i could go to prom,1
i am waaayyyy hungry!Ę oh fyi my work email is down again BLAH!,-1
@backstreetboysĘ totally missed the chatroom. I'm so lame,-1
"Oh god, a moth was living in a fucking power outlet!Ę (Actually, my PowerSquid.)",-1
Sometimes I forget that boys have feelings too,-1
@moriagerard I haven't had one for a long time. Too expensive,-1
@Hatz94 me too. I hate my computer so much..,-1
"I also think that I'm talking to myself now. Okay I need to get to bed. BTW, I miss my brothers.",-1
sinus headaches suck big time!,-1
"@Ames1103 I think that boat sailed my friend... The few CCO's that had them, had them months ago....Ę I wish you luck though...",1
(@gbsinkers) Oh snap!Ę Just broke my windshield while replacing my wiper blades.,-1
@KirstenAlexa I KNOW! I love Nicholas Braun &amp; I think he'll make an okay Cameron but I don't wanna see it either,1
Damn being broke on the day Guitar Hero Metallica comes out!Ę Boooooooo,-1
so much for an amazing day...some pervert just ruined it,-1
"@tommcfly It's 12:30AM, @buonotomato stopped tweeting, my brain's not functioning. I wanna cry. Haha. Philippines tour, please?Ę Love ya!",-1
"I'm a giver, and life rewards the takers.Ę We givers make takers possible, but we get no appreciation for what we do--we just get taken.",-1
Seriously. I dont like girls.,-1
moving back home today. pro: obnoxiously closer to @thom1937 con: no more mpls runs/excursions for at least a year.,-1
Dang i didnt even remember it was my bday today,-1
"@AlfieJG I don't think I am, my sisters refusn to get me a ticket now.Ę what you doing next week?",-1
I can't eat a hot pocket anymore without thinking about Jim Gaffigan,-1
sucks that i don't have a drawing tablet!,-1
"@saxa246Ę ive been trying to get over her for years, its so hard to move on, when youre so in love..it sucks",-1
want to see him so badly,-1
NOOOO!!!Ę &quot;thehannabeth: i have a crush... ;)&quot;,1
"@TheMakeupSnob I know Ę It was worth a shot, though!",1
Truly sad... My cheap little camcorder just shot craps.....,-1
I hate only having 1gb ram to use as host and 1gb for Virtual MachineĘ Sucks so much,-1
Gonna nap n chill then probably go to the movie later. Ugh i have a headache this sux ass. Cloudy day too,-1
@pairadocsdesign and Radio X 96.1 is going all sports next month. Radio is dead.Ę #grandrapids,-1
(sigh) guess we're not gonna meet up today.,-1
GOD SCHOOL IS GOING TO SUCK ASS NEXT YEAR!,-1
"a guy called me AD-HD kid earlier today, and that hurts",-1
"6:29 pm - ok, let's go now through #bowman #strategicClock but first.. a break :-0 aargh.. tired",-1
i DID argue with byron because he said im fat,-1
@RachellT342 ugh... I know the economy is depressing...,-1
@brainstuck hey! chutti was very tiring.. and have to travel again tomoĘ how was your Friday?,-1
the downfall about relaxing later is mad manual labor now...just finish cleaning the fridge..and now to fold clothes..house work blues,-1
Wish I was in Chicago.,1
"@herecomesdomzi and what about me, huh? I'm crying. Did U forget me?",-1
So I slept 12 hrs! My body is aching,-1
@erickadiaz I get to go to coffee nowĘ It's no fun. I hate it too!,-1
@nattymsmith awww she's laavly ;) I had to come inĘ but I've got a stunning wee tan (l) ;) yourself?,1
Thinks my &quot;not girlfriend&quot; needs to not be a douchebag right now...Ę i'm not in the mood to feel neglected,-1
"has spent the last two weeks attempting to grow a beard (from scratch), but fears it may look a bit rubbish...Ę http://twitpic.com/66tyb",-1
left the innĘ now im at school. dang its straight up dead here!! [&lt;3Hannah],-1
"@CursedChimera; Re: Home - that's exactly what I meant... home in D-town. ;) Also, re: computer... uh... I brokt it...",-1
Blah to car repairs... almost 600 dollars... Ę Shopping around for a better deal.,-1
@kelseyrose56 I WISH YOU WERE GOING TOO!Ę are you still coming to nicoles preprom? @nicolesx319 Can't wait for preprom!!!!,1
"hungry, but don't have an appetite",-1
my apartment is emptying out more &amp; more each day.. so sad.. last week at 2000,-1
ShoesShoesShoes.YayYayYay.lol.IWouldPostATwitPic.ButIdntKnoHow2,1
I have to start eating healthy,1
my feet are cold.....i hate when my feet get cold,-1
Whoops - I got sunburnt,-1
@alyssa133 awww i'm sorryĘ what kind of fish did you have?,-1
"@KevynPM Ian and I are going to a matinee tomorrow, or that's the plan at least...it's going to be too expensive for 3d at night",-1
another song thatĘ makes me cry and cry all dayĘ and night long.,-1
My dog is suffering from abandonment issues. She thinks I'm moving without her.,-1
Why are some guys so stupid? They have no idea what to do with a good girl who actually cares about them..so sad,-1
Bus stuck in traffic; gonna be late,-1
"Its 4.30am, sleep timeee. I wanted to watch Gossip Girl but i'm way too tiredĘ Goodnight!",-1
"I swear, now my dog is having anxiety issues.",-1
"@claudiatan yes! fb, ah i miss you",-1
"@MissShell20 eeeeep so jealous ;) I'm at workĘ um, how can u receive Viva? Do they broadcast it online? :plz:",-1
How do you forgive yourself for hurting the one you love the most?,-1
"sickkk, it's been two days since summer started and it suck already!",-1
@MattyP_654Ę it's this damp weather...,-1
Ever been to a restaurant with over 200 items on the menu?Ę Lunch decision shouldn't be this hard,-1
@scarletty24 i know.. i suck.. i'm a master procrastinatorĘ ... you guys don't have too much fun without me,-1
"@jenmussari my internet in like 9th grade was so fast, its dieing out",-1
@diamondhead94 oh the noon? I don't know if I can make that one...I only get 30 min for lunch,-1
@denise_richards sorry to be the bearer of bad news.,-1
